Accession,Year,Subtype,Host,cluster_name,antigenic_distance,drift_binary_label
AXA19024,2018,H3N2,Human,HK14,14,1
ARD26716,2017,H3N2,Human,SW13,13,1
ARO41720,2017,H3N2,Human,SW13,13,1
AGZ60444,2012,H3N2,Human,VI11,12,1
ANM99387,2016,H3N2,Human,SW13,13,1
AGF68694,2009,H3N2,Human,PE09,11,1
QCW15165,2019,H3N2,Human,HK14,14,1
ATX61115,2017,H3N2,Human,SW13,13,1
ATX61091,2017,H3N2,Human,SW13,13,1
AMB70122,2015,H3N2,Human,SW13,13,1
ATZ79966,2017,H3N2,Human,SW13,13,1
AMB71175,2015,H3N2,Human,SW13,13,1
ATZ79978,2017,H3N2,Human,SW13,13,1
ATZ80002,2017,H3N2,Human,SW13,13,1
ANM97851,2015,H3N2,Human,SW13,13,1
AUP48420,2017,H3N2,Human,SW13,13,1
AUP48432,2017,H3N2,Human,SW13,13,1
AUP48444,2017,H3N2,Human,SW13,13,1
QGQ58634,2019,H3N2,Human,HK14,14,1
AOT90970,2016,H3N2,Human,SW13,13,1
QGQ58658,2019,H3N2,Human,HK14,14,1
QGQ59176,2019,H3N2,Human,HK14,14,1
QGQ59188,2019,H3N2,Human,HK14,14,1
QBL91852,2018,H3N2,Human,HK14,14,1
QGW44421,2019,H3N2,Human,HK14,14,1
APH10571,2016,H3N2,Human,SW13,13,1
QHI03436,2019,H3N2,Human,HK14,14,1
APO19030,2016,H3N2,Human,SW13,13,1
QHW15757,2019,H3N2,Human,HK14,14,1
APY26300,2016,H3N2,Human,SW13,13,1
QBX91231,2019,H3N2,Human,HK14,14,1
QBX92245,2019,H3N2,Human,HK14,14,1
BAG28229,2006,H3N2,Human,FU02,10,1
BAG28230,2006,H3N2,Human,FU02,10,1
BAG28231,2006,H3N2,Human,FU02,10,1
BAG28225,2002,H3N2,Human,SY97,9,1
BAG28226,2002,H3N2,Human,SY97,9,1
AJK03328,2009,H3N2,Human,PE09,11,1
AAT08002,1999,H3N2,Human,SY97,9,1
ABE73115,1999,H3N2,Human,SY97,9,1
AFM72208,1999,H3N2,Human,SY97,9,1
QDA45669,2019,H3N2,Human,HK14,14,1
QDA45796,2019,H3N2,Human,HK14,14,1
ALM05981,2012,H3N2,Human,VI11,12,1
ALM05982,2012,H3N2,Human,VI11,12,1
ALM05983,2012,H3N2,Human,VI11,12,1
AAZ32949,2003,H3N2,Human,FU02,10,1
AAZ32950,2003,H3N2,Human,FU02,10,1
AAZ32946,2003,H3N2,Human,FU02,10,1
AAZ32948,2003,H3N2,Human,FU02,10,1
AAZ32943,2003,H3N2,Human,FU02,10,1
AAZ32945,2003,H3N2,Human,FU02,10,1
AAZ32951,2003,H3N2,Human,FU02,10,1
AAZ32952,2003,H3N2,Human,FU02,10,1
ADQ92580,2009,H3N2,Human,PE09,11,1
ADQ92579,2009,H3N2,Human,PE09,11,1
APR73204,2016,H3N2,Human,SW13,13,1
AFW90038,2012,H3N2,Human,VI11,12,1
AIF72917,2009,H3N2,Human,PE09,11,1
AIF72915,2009,H3N2,Human,PE09,11,1
AIF72914,2009,H3N2,Human,PE09,11,1
AIF72909,2009,H3N2,Human,PE09,11,1
AIF72904,2010,H3N2,Human,PE09,11,1
AIF72903,2010,H3N2,Human,PE09,11,1
AIF72905,2010,H3N2,Human,PE09,11,1
AJK02268,2010,H3N2,Human,PE09,11,1
AGF37585,2012,H3N2,Human,VI11,12,1
ALM05094,2011,H3N2,Human,PE09,11,1
BAQ58715,2014,H3N2,Human,VI11,12,1
BAQ58725,2014,H3N2,Human,VI11,12,1
BAQ58735,2014,H3N2,Human,VI11,12,1
BAA86062,1995,H3N2,Human,BE92,7,0
BAA86063,1998,H3N2,Human,SY97,9,1
BAA86064,1998,H3N2,Human,SY97,9,1
BAA86065,1995,H3N2,Human,BE92,7,0
ABB79957,1994,H3N2,Human,BE92,7,0
ABB04961,1994,H3N2,Human,BE92,7,0
ABD60801,1993,H3N2,Human,BE92,7,0
ABB79968,1993,H3N2,Human,BE92,7,0
AFG72625,1995,H3N2,Human,BE92,7,0
AIU46048,1995,H3N2,Human,BE92,7,0
ADD21435,2009,H3N2,Human,PE09,11,1
ABB53751,1980,H3N2,Human,BK79,4,0
ADR78615,2010,H3N2,Human,PE09,11,1
ADR78637,2010,H3N2,Human,PE09,11,1
ABC39805,1983,H3N2,Human,BK79,4,0
ABB96520,1977,H3N2,Human,VI75,2,0
QCW15213,2019,H3N2,Human,HK14,14,1
ACF40088,2008,H3N2,Human,FU02,10,1
AGK74565,2011,H3N2,Human,PE09,11,1
ALH34056,2015,H3N2,Human,SW13,13,1
AQY20913,2017,H3N2,Human,SW13,13,1
AGZ61524,2013,H3N2,Human,VI11,12,1
AQY20901,2017,H3N2,Human,SW13,13,1
AGK73609,2011,H3N2,Human,PE09,11,1
AGZ60468,2013,H3N2,Human,VI11,12,1
ARB18017,2017,H3N2,Human,SW13,13,1
QBY33094,2019,H3N2,Human,HK14,14,1
AGL07189,2012,H3N2,Human,VI11,12,1
APB89544,2015,H3N2,Human,SW13,13,1
ANM99818,2016,H3N2,Human,SW13,13,1
AGK74482,2011,H3N2,Human,PE09,11,1
AGK74594,2011,H3N2,Human,PE09,11,1
QFQ51455,2019,H3N2,Human,HK14,14,1
AGL06411,2011,H3N2,Human,PE09,11,1
QGW44445,2019,H3N2,Human,HK14,14,1
AUP48118,2017,H3N2,Human,SW13,13,1
QBS21778,2018,H3N2,Human,HK14,14,1
AIE09634,2013,H3N2,Human,VI11,12,1
AMB69132,2015,H3N2,Human,SW13,13,1
AOS87586,2015,H3N2,Human,SW13,13,1
AOT89159,2016,H3N2,Human,SW13,13,1
AGF68726,2009,H3N2,Human,PE09,11,1
APW80968,2016,H3N2,Human,SW13,13,1
AGL09764,2013,H3N2,Human,VI11,12,1
ALM05836,2012,H3N2,Human,VI11,12,1
ALA08619,2014,H3N2,Human,VI11,12,1
ALE31687,2014,H3N2,Human,VI11,12,1
ALE31821,2014,H3N2,Human,VI11,12,1
ALE31825,2014,H3N2,Human,VI11,12,1
ALE31830,2015,H3N2,Human,SW13,13,1
ALE31926,2015,H3N2,Human,SW13,13,1
ALE32055,2015,H3N2,Human,SW13,13,1
ALE32057,2015,H3N2,Human,SW13,13,1
ALE32060,2015,H3N2,Human,SW13,13,1
ATD11064,2017,H3N2,Human,SW13,13,1
AXX75373,2018,H3N2,Human,HK14,14,1
AJK00545,2009,H3N2,Human,PE09,11,1
ABU50564,2006,H3N2,Human,FU02,10,1
AFM72400,2006,H3N2,Human,FU02,10,1
AFH00824,2010,H3N2,Human,PE09,11,1
AFH00428,1995,H3N2,Human,BE92,7,0
AFG72834,2002,H3N2,Human,SY97,9,1
AFH00186,1993,H3N2,Human,BE92,7,0
AFH01407,2003,H3N2,Human,FU02,10,1
AFG72812,2001,H3N2,Human,SY97,9,1
AFH00197,1993,H3N2,Human,BE92,7,0
AFH00582,2001,H3N2,Human,SY97,9,1
AFH00208,1993,H3N2,Human,BE92,7,0
AFG72350,1993,H3N2,Human,BE92,7,0
AAT64695,1994,H3N2,Human,BE92,7,0
AFH00340,1994,H3N2,Human,BE92,7,0
AFG72845,2003,H3N2,Human,FU02,10,1
AFG99116,1980,H3N2,Human,BK79,4,0
AFG72856,2003,H3N2,Human,FU02,10,1
AFH00615,2003,H3N2,Human,FU02,10,1
AFH00725,1982,H3N2,Human,BK79,4,0
AIU46023,1982,H3N2,Human,BK79,4,0
AFG99149,1982,H3N2,Human,BK79,4,0
AFG72383,1993,H3N2,Human,BE92,7,0
AFG72636,1995,H3N2,Human,BE92,7,0
AFG72339,1992,H3N2,Human,BE89,6,0
AFH00560,2000,H3N2,Human,SY97,9,1
AFH00538,1997,H3N2,Human,WU95,8,0
AFH00802,1999,H3N2,Human,SY97,9,1
AFG99193,1985,H3N2,Human,BK79,4,0
AFG99204,1985,H3N2,Human,BK79,4,0
AJK02197,2010,H3N2,Human,PE09,11,1
AFH00219,1993,H3N2,Human,BE92,7,0
AFG72394,1993,H3N2,Human,BE92,7,0
AFH00230,1993,H3N2,Human,BE92,7,0
AFG72922,2008,H3N2,Human,FU02,10,1
AFG72405,1993,H3N2,Human,BE92,7,0
AFH00659,2006,H3N2,Human,FU02,10,1
AFG72779,1998,H3N2,Human,SY97,9,1
AAT64729,1988,H3N2,Human,SI87,5,0
AFG99281,1988,H3N2,Human,SI87,5,0
AFH00549,1998,H3N2,Human,SY97,9,1
AFH00791,1998,H3N2,Human,SY97,9,1
AFG99325,1989,H3N2,Human,SI87,5,0
AFG99336,1989,H3N2,Human,SI87,5,0
AFH00681,2007,H3N2,Human,FU02,10,1
AFG72933,2009,H3N2,Human,PE09,11,1
AFG99347,1989,H3N2,Human,SI87,5,0
AFG99745,1992,H3N2,Human,BE89,6,0
AFH00516,1996,H3N2,Human,WU95,8,0
AFG99767,1992,H3N2,Human,BE89,6,0
AFG99778,1991,H3N2,Human,BE89,6,0
AGZ61592,2013,H3N2,Human,VI11,12,1
ALH34342,2015,H3N2,Human,SW13,13,1
AQS98577,2017,H3N2,Human,SW13,13,1
AGZ60376,2013,H3N2,Human,VI11,12,1
AIE09822,2014,H3N2,Human,VI11,12,1
ALH33631,2015,H3N2,Human,SW13,13,1
AIE09596,2013,H3N2,Human,VI11,12,1
AQZ37651,2017,H3N2,Human,SW13,13,1
AGK74412,2011,H3N2,Human,PE09,11,1
ARO43402,2017,H3N2,Human,SW13,13,1
AIE09724,2014,H3N2,Human,VI11,12,1
AIU46537,2014,H3N2,Human,VI11,12,1
ARQ86669,2017,H3N2,Human,SW13,13,1
AIU46501,2014,H3N2,Human,VI11,12,1
AGL07013,2012,H3N2,Human,VI11,12,1
ALH25284,2015,H3N2,Human,SW13,13,1
ASK82523,2017,H3N2,Human,SW13,13,1
ALH35262,2015,H3N2,Human,SW13,13,1
AGL07052,2012,H3N2,Human,VI11,12,1
ATX60743,2017,H3N2,Human,SW13,13,1
AGL07048,2012,H3N2,Human,VI11,12,1
ALH35023,2015,H3N2,Human,SW13,13,1
ALH29177,2014,H3N2,Human,VI11,12,1
ALH34870,2015,H3N2,Human,SW13,13,1
ALH34704,2015,H3N2,Human,SW13,13,1
AGL06412,2012,H3N2,Human,VI11,12,1
ATZ79533,2017,H3N2,Human,SW13,13,1
ALH31835,2014,H3N2,Human,VI11,12,1
APB90183,2015,H3N2,Human,SW13,13,1
QDX13292,2019,H3N2,Human,HK14,14,1
AGL07309,2012,H3N2,Human,VI11,12,1
ALH32782,2014,H3N2,Human,VI11,12,1
QED95358,2019,H3N2,Human,HK14,14,1
QDE07392,2019,H3N2,Human,HK14,14,1
AGZ60660,2012,H3N2,Human,VI11,12,1
ANN02325,2016,H3N2,Human,SW13,13,1
QDQ43440,2019,H3N2,Human,HK14,14,1
ALH25229,2015,H3N2,Human,SW13,13,1
AGL09766,2012,H3N2,Human,VI11,12,1
ALH36644,2015,H3N2,Human,SW13,13,1
APC58650,2016,H3N2,Human,SW13,13,1
ALE31688,2014,H3N2,Human,VI11,12,1
ALE31928,2015,H3N2,Human,SW13,13,1
QIA55559,2019,H3N2,Human,HK14,14,1
ALE32061,2015,H3N2,Human,SW13,13,1
ALE32062,2015,H3N2,Human,SW13,13,1
ALN39700,2015,H3N2,Human,SW13,13,1
APW80777,2016,H3N2,Human,SW13,13,1
AQI25145,2016,H3N2,Human,SW13,13,1
ATD11164,2017,H3N2,Human,SW13,13,1
QCQ18452,2019,H3N2,Human,HK14,14,1
QCT08895,2019,H3N2,Human,HK14,14,1
AEK28927,2009,H3N2,Human,PE09,11,1
AIU46073,2004,H3N2,Human,FU02,10,1
ACT67801,2009,H3N2,Human,PE09,11,1
AQI17037,2017,H3N2,Human,SW13,13,1
AGK74207,2011,H3N2,Human,PE09,11,1
AIE09840,2014,H3N2,Human,VI11,12,1
AGZ61543,2013,H3N2,Human,VI11,12,1
APB89870,2015,H3N2,Human,SW13,13,1
ANM99890,2016,H3N2,Human,SW13,13,1
QBS21821,2019,H3N2,Human,HK14,14,1
ACT67775,2009,H3N2,Human,PE09,11,1
AGL06308,2012,H3N2,Human,VI11,12,1
AQS20050,2017,H3N2,Human,SW13,13,1
AGK74215,2011,H3N2,Human,PE09,11,1
AGL06721,2012,H3N2,Human,VI11,12,1
AGK74433,2011,H3N2,Human,PE09,11,1
ALH25496,2015,H3N2,Human,SW13,13,1
AGK74497,2011,H3N2,Human,PE09,11,1
AIE10005,2014,H3N2,Human,VI11,12,1
ANN00635,2016,H3N2,Human,SW13,13,1
ARH16053,2017,H3N2,Human,SW13,13,1
AGL06674,2012,H3N2,Human,VI11,12,1
AGZ60813,2012,H3N2,Human,VI11,12,1
AXA19060,2018,H3N2,Human,HK14,14,1
ANN01499,2016,H3N2,Human,SW13,13,1
QDX11269,2019,H3N2,Human,HK14,14,1
ALH35563,2015,H3N2,Human,SW13,13,1
ANN02205,2016,H3N2,Human,SW13,13,1
AZK12125,2018,H3N2,Human,HK14,14,1
AGZ60429,2012,H3N2,Human,VI11,12,1
ANN02217,2016,H3N2,Human,SW13,13,1
ARO44268,2017,H3N2,Human,SW13,13,1
AWX41994,2018,H3N2,Human,HK14,14,1
QDE07421,2019,H3N2,Human,HK14,14,1
ARS00401,2017,H3N2,Human,SW13,13,1
ASB16356,2017,H3N2,Human,SW13,13,1
AZF86352,2018,H3N2,Human,HK14,14,1
APH10195,2016,H3N2,Human,SW13,13,1
APB90544,2014,H3N2,Human,VI11,12,1
AYG77580,2018,H3N2,Human,HK14,14,1
APT44124,2016,H3N2,Human,SW13,13,1
AYW00214,2018,H3N2,Human,HK14,14,1
APW81477,2016,H3N2,Human,SW13,13,1
QDE07464,2019,H3N2,Human,HK14,14,1
AMB67717,2015,H3N2,Human,SW13,13,1
AIE10010,2014,H3N2,Human,VI11,12,1
AQI13212,2017,H3N2,Human,SW13,13,1
QBS21833,2019,H3N2,Human,HK14,14,1
AGK73701,2011,H3N2,Human,PE09,11,1
AGK74143,2010,H3N2,Human,PE09,11,1
AIE09469,2014,H3N2,Human,VI11,12,1
AXV44248,2018,H3N2,Human,HK14,14,1
AGK73653,2011,H3N2,Human,PE09,11,1
ALH35215,2015,H3N2,Human,SW13,13,1
AJK02324,2007,H3N2,Human,FU02,10,1
AGZ60836,2013,H3N2,Human,VI11,12,1
AQS20475,2017,H3N2,Human,SW13,13,1
ANN00263,2016,H3N2,Human,SW13,13,1
AGL06871,2011,H3N2,Human,PE09,11,1
AGZ60540,2012,H3N2,Human,VI11,12,1
AIE10180,2013,H3N2,Human,VI11,12,1
AQW35872,2017,H3N2,Human,SW13,13,1
ALH26075,2015,H3N2,Human,SW13,13,1
AQW35896,2017,H3N2,Human,SW13,13,1
QCG85051,2019,H3N2,Human,HK14,14,1
QJA11422,2020,H3N2,Human,HK14,14,1
ACA33683,2007,H3N2,Human,FU02,10,1
AIE09971,2013,H3N2,Human,VI11,12,1
ALH36086,2015,H3N2,Human,SW13,13,1
AJK00911,2007,H3N2,Human,FU02,10,1
AOT90874,2016,H3N2,Human,SW13,13,1
ARO44280,2017,H3N2,Human,SW13,13,1
QDQ45323,2019,H3N2,Human,HK14,14,1
QDE07500,2019,H3N2,Human,HK14,14,1
AZF86282,2018,H3N2,Human,HK14,14,1
ALH30539,2014,H3N2,Human,VI11,12,1
AWX42012,2018,H3N2,Human,HK14,14,1
AUH28370,2017,H3N2,Human,SW13,13,1
AXF93225,2018,H3N2,Human,HK14,14,1
AUH28531,2017,H3N2,Human,SW13,13,1
QGW44469,2019,H3N2,Human,HK14,14,1
QHW15805,2019,H3N2,Human,HK14,14,1
QHW15829,2019,H3N2,Human,HK14,14,1
QBL91893,2018,H3N2,Human,HK14,14,1
QAB01813,2018,H3N2,Human,HK14,14,1
ALE31831,2015,H3N2,Human,SW13,13,1
ALE31832,2015,H3N2,Human,SW13,13,1
ALE32064,2015,H3N2,Human,SW13,13,1
QAY27499,2018,H3N2,Human,HK14,14,1
ATD10934,2017,H3N2,Human,SW13,13,1
QBS21857,2018,H3N2,Human,HK14,14,1
ATD11165,2017,H3N2,Human,SW13,13,1
AXP19303,2018,H3N2,Human,HK14,14,1
QAB04168,2018,H3N2,Human,HK14,14,1
AZY31634,2018,H3N2,Human,HK14,14,1
QBM12746,2018,H3N2,Human,HK14,14,1
QCP67283,2019,H3N2,Human,HK14,14,1
QDK57944,2019,H3N2,Human,HK14,14,1
QCT08124,2019,H3N2,Human,HK14,14,1
QBM07658,2018,H3N2,Human,HK14,14,1
APF29718,2016,H3N2,Human,SW13,13,1
APF29722,2016,H3N2,Human,SW13,13,1
AEK28872,2009,H3N2,Human,PE09,11,1
ABW23248,2007,H3N2,Human,FU02,10,1
ABW23249,2007,H3N2,Human,FU02,10,1
ACH82077,2008,H3N2,Human,FU02,10,1
AQS19876,2017,H3N2,Human,SW13,13,1
APB90604,2015,H3N2,Human,SW13,13,1
AGL06624,2012,H3N2,Human,VI11,12,1
AGK74159,2010,H3N2,Human,PE09,11,1
AIE09919,2014,H3N2,Human,VI11,12,1
APB90781,2015,H3N2,Human,SW13,13,1
AIE09732,2014,H3N2,Human,VI11,12,1
ANM99411,2016,H3N2,Human,SW13,13,1
AQZ37431,2017,H3N2,Human,SW13,13,1
AIE09543,2014,H3N2,Human,VI11,12,1
ALH25912,2015,H3N2,Human,SW13,13,1
AGZ61012,2013,H3N2,Human,VI11,12,1
QBS20314,2019,H3N2,Human,HK14,14,1
AGK74854,2011,H3N2,Human,PE09,11,1
AIU46383,2014,H3N2,Human,VI11,12,1
AIU46412,2014,H3N2,Human,VI11,12,1
AIU46419,2014,H3N2,Human,VI11,12,1
AUM84960,2014,H3N2,Human,VI11,12,1
AGK74424,2011,H3N2,Human,PE09,11,1
AIU46452,2014,H3N2,Human,VI11,12,1
AGL06885,2011,H3N2,Human,PE09,11,1
APB90197,2015,H3N2,Human,SW13,13,1
AZF86938,2018,H3N2,Human,HK14,14,1
QCW15333,2019,H3N2,Human,HK14,14,1
ARO44374,2017,H3N2,Human,SW13,13,1
AXQ12772,2018,H3N2,Human,HK14,14,1
AZF86857,2018,H3N2,Human,HK14,14,1
QDX13512,2019,H3N2,Human,HK14,14,1
ATZ78111,2017,H3N2,Human,SW13,13,1
AIE10097,2013,H3N2,Human,VI11,12,1
QDX13531,2019,H3N2,Human,HK14,14,1
QED95418,2019,H3N2,Human,HK14,14,1
ALH27235,2014,H3N2,Human,VI11,12,1
ANN01703,2016,H3N2,Human,SW13,13,1
ANM96225,2015,H3N2,Human,SW13,13,1
AUM85422,2017,H3N2,Human,SW13,13,1
ANN02445,2016,H3N2,Human,SW13,13,1
ALE32066,2015,H3N2,Human,SW13,13,1
AQI17014,2016,H3N2,Human,SW13,13,1
ATD11225,2017,H3N2,Human,SW13,13,1
QAB04170,2018,H3N2,Human,HK14,14,1
QBA98993,2018,H3N2,Human,HK14,14,1
QDC20228,2019,H3N2,Human,HK14,14,1
ABI93050,1999,H3N2,Human,SY97,9,1
ABJ09305,1999,H3N2,Human,SY97,9,1
ABJ16598,1999,H3N2,Human,SY97,9,1
ABJ09316,1999,H3N2,Human,SY97,9,1
ABJ16620,1999,H3N2,Human,SY97,9,1
ABI95305,2000,H3N2,Human,SY97,9,1
ABJ09349,2000,H3N2,Human,SY97,9,1
ABI93116,2000,H3N2,Human,SY97,9,1
ABJ09261,1999,H3N2,Human,SY97,9,1
ABJ09272,1999,H3N2,Human,SY97,9,1
ABO33036,1999,H3N2,Human,SY97,9,1
AYM50138,2017,H3N2,Human,SW13,13,1
AYM49995,2018,H3N2,Human,HK14,14,1
AYM50184,2018,H3N2,Human,HK14,14,1
AYM50161,2018,H3N2,Human,HK14,14,1
AYM50448,2017,H3N2,Human,SW13,13,1
AYM50073,2017,H3N2,Human,SW13,13,1
AGF68758,2010,H3N2,Human,PE09,11,1
AGL07367,2012,H3N2,Human,VI11,12,1
APB89243,2015,H3N2,Human,SW13,13,1
AGL07466,2012,H3N2,Human,VI11,12,1
ALH25553,2015,H3N2,Human,SW13,13,1
AGL06498,2012,H3N2,Human,VI11,12,1
AGZ60923,2013,H3N2,Human,VI11,12,1
QCW15381,2019,H3N2,Human,HK14,14,1
AJK01530,2010,H3N2,Human,PE09,11,1
AGK74469,2011,H3N2,Human,PE09,11,1
ACF10321,2008,H3N2,Human,FU02,10,1
AGK74505,2011,H3N2,Human,PE09,11,1
ARB16797,2017,H3N2,Human,SW13,13,1
AGL07072,2012,H3N2,Human,VI11,12,1
AGK74480,2011,H3N2,Human,PE09,11,1
ALH33639,2015,H3N2,Human,SW13,13,1
AAY27863,2003,H3N2,Human,FU02,10,1
AAX76623,2004,H3N2,Human,FU02,10,1
AAX12791,2002,H3N2,Human,SY97,9,1
AHL89042,2005,H3N2,Human,FU02,10,1
AHL89054,2006,H3N2,Human,FU02,10,1
AHL89066,2006,H3N2,Human,FU02,10,1
AHL89078,2006,H3N2,Human,FU02,10,1
AHL89090,2006,H3N2,Human,FU02,10,1
AAY28014,2002,H3N2,Human,SY97,9,1
AHL89126,2006,H3N2,Human,FU02,10,1
AHL89138,2006,H3N2,Human,FU02,10,1
AHL89150,2006,H3N2,Human,FU02,10,1
AHL89162,2006,H3N2,Human,FU02,10,1
AHL89174,2006,H3N2,Human,FU02,10,1
AHL89186,2006,H3N2,Human,FU02,10,1
AHL89198,2006,H3N2,Human,FU02,10,1
AAY44631,2002,H3N2,Human,SY97,9,1
APT37665,2016,H3N2,Human,SW13,13,1
AHL89246,2006,H3N2,Human,FU02,10,1
AHL89258,2006,H3N2,Human,FU02,10,1
AHL89330,2006,H3N2,Human,FU02,10,1
AHL89354,2006,H3N2,Human,FU02,10,1
AHL89366,2006,H3N2,Human,FU02,10,1
AHL89426,2006,H3N2,Human,FU02,10,1
AAY28285,2002,H3N2,Human,SY97,9,1
AAX56580,2002,H3N2,Human,SY97,9,1
AAY28648,2002,H3N2,Human,SY97,9,1
AHL89882,2007,H3N2,Human,FU02,10,1
AAX56590,2002,H3N2,Human,SY97,9,1
AHL89906,2007,H3N2,Human,FU02,10,1
AHL89918,2007,H3N2,Human,FU02,10,1
AHL90014,2007,H3N2,Human,FU02,10,1
AHL90038,2007,H3N2,Human,FU02,10,1
AHL90062,2007,H3N2,Human,FU02,10,1
AAX57644,2003,H3N2,Human,FU02,10,1
AAX11635,2002,H3N2,Human,SY97,9,1
AHL90086,2007,H3N2,Human,FU02,10,1
AHL90110,2007,H3N2,Human,FU02,10,1
AHL90385,2008,H3N2,Human,FU02,10,1
AHL90397,2008,H3N2,Human,FU02,10,1
AAX12801,2002,H3N2,Human,SY97,9,1
AHL90422,2008,H3N2,Human,FU02,10,1
AHL90458,2008,H3N2,Human,FU02,10,1
AHL90518,2008,H3N2,Human,FU02,10,1
AAX57684,2002,H3N2,Human,SY97,9,1
AHL90626,2008,H3N2,Human,FU02,10,1
AHL90674,2008,H3N2,Human,FU02,10,1
AHL90686,2008,H3N2,Human,FU02,10,1
AAX76663,2002,H3N2,Human,SY97,9,1
AAY44641,2002,H3N2,Human,SY97,9,1
AHL91070,2009,H3N2,Human,PE09,11,1
AHL91082,2009,H3N2,Human,PE09,11,1
AHL91106,2009,H3N2,Human,PE09,11,1
AHL91118,2009,H3N2,Human,PE09,11,1
AHL91130,2009,H3N2,Human,PE09,11,1
ALH25792,2015,H3N2,Human,SW13,13,1
ARJ34616,2017,H3N2,Human,SW13,13,1
AAX57784,2002,H3N2,Human,SY97,9,1
AAY28405,2002,H3N2,Human,SY97,9,1
ABA43200,2004,H3N2,Human,FU02,10,1
AAY47023,2002,H3N2,Human,SY97,9,1
AAZ38539,2002,H3N2,Human,SY97,9,1
AAX47515,2002,H3N2,Human,SY97,9,1
ACA33691,2007,H3N2,Human,FU02,10,1
QDX13571,2019,H3N2,Human,HK14,14,1
AAX57734,2002,H3N2,Human,SY97,9,1
AAX35861,2001,H3N2,Human,SY97,9,1
AAX56510,2002,H3N2,Human,SY97,9,1
AAX35871,2002,H3N2,Human,SY97,9,1
AAY28275,1999,H3N2,Human,SY97,9,1
AAY44795,1999,H3N2,Human,SY97,9,1
AAY18096,2003,H3N2,Human,FU02,10,1
AAY59035,1999,H3N2,Human,SY97,9,1
AAY64212,2000,H3N2,Human,SY97,9,1
AAX57794,1999,H3N2,Human,SY97,9,1
AAY44755,1999,H3N2,Human,SY97,9,1
AAX76683,2000,H3N2,Human,SY97,9,1
AAY28363,2000,H3N2,Human,SY97,9,1
AAZ74617,1999,H3N2,Human,SY97,9,1
AAY47052,1999,H3N2,Human,SY97,9,1
AAY44651,2000,H3N2,Human,SY97,9,1
AGL06842,2012,H3N2,Human,VI11,12,1
AAY28551,2000,H3N2,Human,SY97,9,1
AAX57804,1999,H3N2,Human,SY97,9,1
AAY28591,1999,H3N2,Human,SY97,9,1
ACZ05183,2009,H3N2,Human,PE09,11,1
AAX57824,2000,H3N2,Human,SY97,9,1
AGL07081,2012,H3N2,Human,VI11,12,1
AAX57864,2000,H3N2,Human,SY97,9,1
AAX57894,2000,H3N2,Human,SY97,9,1
AAY28395,2003,H3N2,Human,FU02,10,1
QDX11180,2019,H3N2,Human,HK14,14,1
AAX57924,2000,H3N2,Human,SY97,9,1
AAX76723,1999,H3N2,Human,SY97,9,1
AAY44775,2000,H3N2,Human,SY97,9,1
AAX34061,2003,H3N2,Human,FU02,10,1
AAZ83688,2004,H3N2,Human,FU02,10,1
AAX57944,2003,H3N2,Human,FU02,10,1
AAX76733,2003,H3N2,Human,FU02,10,1
AAX76743,2003,H3N2,Human,FU02,10,1
AAY47075,2003,H3N2,Human,FU02,10,1
AAY64292,2003,H3N2,Human,FU02,10,1
AAY18196,2003,H3N2,Human,FU02,10,1
AAY28618,2003,H3N2,Human,FU02,10,1
ALH27393,2014,H3N2,Human,VI11,12,1
ARS00147,2017,H3N2,Human,SW13,13,1
ADM07504,2010,H3N2,Human,PE09,11,1
ADM26817,2010,H3N2,Human,PE09,11,1
AAZ83242,2003,H3N2,Human,FU02,10,1
AAY44661,2003,H3N2,Human,FU02,10,1
AAZ80030,2004,H3N2,Human,FU02,10,1
AAX56400,2003,H3N2,Human,FU02,10,1
AAY64232,1998,H3N2,Human,SY97,9,1
AAX12741,2003,H3N2,Human,FU02,10,1
ABB02836,2004,H3N2,Human,FU02,10,1
ABB02847,2004,H3N2,Human,FU02,10,1
ABB53663,2005,H3N2,Human,FU02,10,1
AAY46416,1998,H3N2,Human,SY97,9,1
ABC54679,2004,H3N2,Human,FU02,10,1
AAY46426,1998,H3N2,Human,SY97,9,1
AAZ83312,1998,H3N2,Human,SY97,9,1
AAZ83266,1999,H3N2,Human,SY97,9,1
AAZ74386,1998,H3N2,Human,SY97,9,1
AAY64262,1999,H3N2,Human,SY97,9,1
AAY28571,2003,H3N2,Human,FU02,10,1
ALH28218,2014,H3N2,Human,VI11,12,1
QJA11518,2020,H3N2,Human,HK14,14,1
AAY46371,1999,H3N2,Human,SY97,9,1
AAY64342,1999,H3N2,Human,SY97,9,1
AAZ79516,1999,H3N2,Human,SY97,9,1
AAY64392,2003,H3N2,Human,FU02,10,1
AAY64362,2003,H3N2,Human,FU02,10,1
AAY98187,2003,H3N2,Human,FU02,10,1
AAY98067,2002,H3N2,Human,SY97,9,1
AAY98077,2002,H3N2,Human,SY97,9,1
AAZ38462,1999,H3N2,Human,SY97,9,1
AZF86949,2018,H3N2,Human,HK14,14,1
AAY98117,1999,H3N2,Human,SY97,9,1
AAY64372,1999,H3N2,Human,SY97,9,1
AAY98127,1999,H3N2,Human,SY97,9,1
AAY98137,1998,H3N2,Human,SY97,9,1
QDX13638,2019,H3N2,Human,HK14,14,1
ABI22159,2006,H3N2,Human,FU02,10,1
ABA18123,2001,H3N2,Human,SY97,9,1
