Accession,Year,Subtype,Host,cluster_name,antigenic_distance,drift_binary_label
AGL09757,2013,H1N1,Human,early-drift,2,1
AIC73791,2014,H1N1,Human,early-drift,2,1
AIC73807,2014,H1N1,Human,early-drift,2,1
AJK02582,2008,H1N1,Human,pre-pandemic,0,0
AJK00787,2009,H1N1,Human,pandemic-founding,1,0
ADG58941,2009,H1N1,Human,pandemic-founding,1,0
ADG58948,2009,H1N1,Human,pandemic-founding,1,0
ADG58949,2009,H1N1,Human,pandemic-founding,1,0
ADG58942,2009,H1N1,Human,pandemic-founding,1,0
AEA48989,2009,H1N1,Human,pandemic-founding,1,0
AHM98328,2011,H1N1,Human,pandemic-founding,1,0
AHM98339,2011,H1N1,Human,pandemic-founding,1,0
AHM98350,2011,H1N1,Human,pandemic-founding,1,0
AHM98836,2011,H1N1,Human,pandemic-founding,1,0
AHM98847,2011,H1N1,Human,pandemic-founding,1,0
AGB13159,2011,H1N1,Human,pandemic-founding,1,0
AOO53989,2015,H1N1,Human,immune-escape,3,1
ADB82950,2009,H1N1,Human,pandemic-founding,1,0
ADG21167,2009,H1N1,Human,pandemic-founding,1,0
ADG21168,2009,H1N1,Human,pandemic-founding,1,0
ADG21171,2009,H1N1,Human,pandemic-founding,1,0
AET84229,2009,H1N1,Human,pandemic-founding,1,0
AFV53260,1957,H1N1,Human,pre-pandemic,0,0
ADC45681,2008,H1N1,Human,pre-pandemic,0,0
AJK01068,2008,H1N1,Human,pre-pandemic,0,0
ADC45813,2009,H1N1,Human,pandemic-founding,1,0
ACY77573,2009,H1N1,Human,pandemic-founding,1,0
AHC68929,2010,H1N1,Human,pandemic-founding,1,0
ABO32981,1978,H1N1,Human,pre-pandemic,0,0
ABO32992,1978,H1N1,Human,pre-pandemic,0,0
ADM33089,2009,H1N1,Human,pandemic-founding,1,0
AAA43171,1954,H1N1,Human,pre-pandemic,0,0
AJK02704,2007,H1N1,Human,pre-pandemic,0,0
AFP83295,2009,H1N1,Human,pandemic-founding,1,0
AHM98680,2012,H1N1,Human,early-drift,2,1
AHM98756,2012,H1N1,Human,early-drift,2,1
ADX96298,2009,H1N1,Human,pandemic-founding,1,0
ADX96357,2009,H1N1,Human,pandemic-founding,1,0
ADX96408,2009,H1N1,Human,pandemic-founding,1,0
ADX96807,2009,H1N1,Human,pandemic-founding,1,0
ADX96897,2009,H1N1,Human,pandemic-founding,1,0
ACR15748,2009,H1N1,Human,pandemic-founding,1,0
ADH29457,2009,H1N1,Human,pandemic-founding,1,0
ADT79108,1951,H1N1,Human,pre-pandemic,0,0
AEX34440,2006,H1N1,Human,pre-pandemic,0,0
AIW63604,2011,H1N1,Human,pandemic-founding,1,0
AIW63605,2011,H1N1,Human,pandemic-founding,1,0
AIW63637,2013,H1N1,Human,early-drift,2,1
AIW63639,2013,H1N1,Human,early-drift,2,1
AIW63644,2013,H1N1,Human,early-drift,2,1
AIW63646,2013,H1N1,Human,early-drift,2,1
AIW63672,2014,H1N1,Human,early-drift,2,1
AIW63673,2014,H1N1,Human,early-drift,2,1
AIW63664,2014,H1N1,Human,early-drift,2,1
AIW63612,2013,H1N1,Human,early-drift,2,1
AIW63613,2013,H1N1,Human,early-drift,2,1
AIW63614,2013,H1N1,Human,early-drift,2,1
AGJ73359,2011,H1N1,Human,pandemic-founding,1,0
AGL04823,2012,H1N1,Human,early-drift,2,1
ACD85752,2008,H1N1,Human,pre-pandemic,0,0
AGK72687,2011,H1N1,Human,pandemic-founding,1,0
AGL04608,2012,H1N1,Human,early-drift,2,1
AGV29087,2013,H1N1,Human,early-drift,2,1
AIM39362,2013,H1N1,Human,early-drift,2,1
ANM93098,2016,H1N1,Human,immune-escape,3,1
AIM39474,2013,H1N1,Human,early-drift,2,1
AOT88372,2016,H1N1,Human,immune-escape,3,1
AOZ86650,2016,H1N1,Human,immune-escape,3,1
ARQ87228,2017,H1N1,Human,immune-escape,3,1
AHV83829,2013,H1N1,Human,early-drift,2,1
AHV83836,2013,H1N1,Human,early-drift,2,1
AHV83841,2013,H1N1,Human,early-drift,2,1
AIC73809,2014,H1N1,Human,early-drift,2,1
ADL39390,2009,H1N1,Human,pandemic-founding,1,0
AHC68973,2011,H1N1,Human,pandemic-founding,1,0
AJK00945,2007,H1N1,Human,pre-pandemic,0,0
AJK02536,2007,H1N1,Human,pre-pandemic,0,0
ADZ13515,2009,H1N1,Human,pandemic-founding,1,0
ADZ13513,2009,H1N1,Human,pandemic-founding,1,0
AHC68940,2010,H1N1,Human,pandemic-founding,1,0
AJK01285,2008,H1N1,Human,pre-pandemic,0,0
AJK02034,2008,H1N1,Human,pre-pandemic,0,0
AJE62452,2009,H1N1,Human,pandemic-founding,1,0
ADX98719,2009,H1N1,Human,pandemic-founding,1,0
ADG42133,2009,H1N1,Human,pandemic-founding,1,0
ADG42223,2009,H1N1,Human,pandemic-founding,1,0
ADG42243,2009,H1N1,Human,pandemic-founding,1,0
ADG42573,2009,H1N1,Human,pandemic-founding,1,0
ADG42583,2009,H1N1,Human,pandemic-founding,1,0
ADK21953,2009,H1N1,Human,pandemic-founding,1,0
ADL32414,2009,H1N1,Human,pandemic-founding,1,0
ADL32424,2009,H1N1,Human,pandemic-founding,1,0
ADL32434,2009,H1N1,Human,pandemic-founding,1,0
ADM13191,2009,H1N1,Human,pandemic-founding,1,0
AGB13360,2011,H1N1,Human,pandemic-founding,1,0
AKT08281,2014,H1N1,Human,early-drift,2,1
AKT08010,2014,H1N1,Human,early-drift,2,1
AIM39964,2014,H1N1,Human,early-drift,2,1
AGK73413,2011,H1N1,Human,pandemic-founding,1,0
ANM91371,2016,H1N1,Human,immune-escape,3,1
ANM94594,2016,H1N1,Human,immune-escape,3,1
AGI52641,2009,H1N1,Human,pandemic-founding,1,0
AOT87580,2016,H1N1,Human,immune-escape,3,1
ABO52280,1954,H1N1,Human,pre-pandemic,0,0
AFJ74386,1995,H1N1,Human,pre-pandemic,0,0
AJK02618,2008,H1N1,Human,pre-pandemic,0,0
AFJ78298,1997,H1N1,Human,pre-pandemic,0,0
AFJ74459,1997,H1N1,Human,pre-pandemic,0,0
AFJ78342,2000,H1N1,Human,pre-pandemic,0,0
AFJ78364,1997,H1N1,Human,pre-pandemic,0,0
AFJ78375,1998,H1N1,Human,pre-pandemic,0,0
AFJ75069,2006,H1N1,Human,pre-pandemic,0,0
AFJ78507,2006,H1N1,Human,pre-pandemic,0,0
AFJ78518,2007,H1N1,Human,pre-pandemic,0,0
AFJ78529,2007,H1N1,Human,pre-pandemic,0,0
AFJ75517,2007,H1N1,Human,pre-pandemic,0,0
AFJ78562,2007,H1N1,Human,pre-pandemic,0,0
AFJ78573,2007,H1N1,Human,pre-pandemic,0,0
AFJ78628,2007,H1N1,Human,pre-pandemic,0,0
AFJ75560,2007,H1N1,Human,pre-pandemic,0,0
AFJ78584,2007,H1N1,Human,pre-pandemic,0,0
AFJ78595,2007,H1N1,Human,pre-pandemic,0,0
AFJ75571,2007,H1N1,Human,pre-pandemic,0,0
AFJ75651,2008,H1N1,Human,pre-pandemic,0,0
AFJ78731,2009,H1N1,Human,pandemic-founding,1,0
AFJ76186,2009,H1N1,Human,pandemic-founding,1,0
AFJ75673,2008,H1N1,Human,pre-pandemic,0,0
AFJ78811,2009,H1N1,Human,pandemic-founding,1,0
AFJ78841,2009,H1N1,Human,pandemic-founding,1,0
AFJ78671,2009,H1N1,Human,pandemic-founding,1,0
AFJ78617,2009,H1N1,Human,pandemic-founding,1,0
AFJ78861,2009,H1N1,Human,pandemic-founding,1,0
AFJ78871,2009,H1N1,Human,pandemic-founding,1,0
AFJ78419,2004,H1N1,Human,pre-pandemic,0,0
AFJ78430,2005,H1N1,Human,pre-pandemic,0,0
AFJ75036,2005,H1N1,Human,pre-pandemic,0,0
AFJ78441,2005,H1N1,Human,pre-pandemic,0,0
AFJ78452,2005,H1N1,Human,pre-pandemic,0,0
AFJ78463,2005,H1N1,Human,pre-pandemic,0,0
AFJ75058,2006,H1N1,Human,pre-pandemic,0,0
AFJ78474,2006,H1N1,Human,pre-pandemic,0,0
AFJ78485,2006,H1N1,Human,pre-pandemic,0,0
AFJ78496,2006,H1N1,Human,pre-pandemic,0,0
ADD14095,2009,H1N1,Human,pandemic-founding,1,0
ADD14103,2009,H1N1,Human,pandemic-founding,1,0
ADD14111,2009,H1N1,Human,pandemic-founding,1,0
ADD14129,2009,H1N1,Human,pandemic-founding,1,0
ADD14133,2009,H1N1,Human,pandemic-founding,1,0
ACY26192,2009,H1N1,Human,pandemic-founding,1,0
ADD14139,2009,H1N1,Human,pandemic-founding,1,0
ADD14141,2009,H1N1,Human,pandemic-founding,1,0
ADD14151,2009,H1N1,Human,pandemic-founding,1,0
APO39272,2014,H1N1,Avian,early-drift,2,1
AEG64752,2010,H1N1,Human,pandemic-founding,1,0
ACR15370,2008,H1N1,Human,pre-pandemic,0,0
ADM32038,2009,H1N1,Human,pandemic-founding,1,0
ADM32731,2009,H1N1,Human,pandemic-founding,1,0
ADM32801,2009,H1N1,Human,pandemic-founding,1,0
ADM31938,2009,H1N1,Human,pandemic-founding,1,0
ACO95393,2008,H1N1,Human,pre-pandemic,0,0
ADM32118,2009,H1N1,Human,pandemic-founding,1,0
ADE20388,2009,H1N1,Human,pandemic-founding,1,0
ADE20798,2009,H1N1,Human,pandemic-founding,1,0
ACR15425,2008,H1N1,Human,pre-pandemic,0,0
ADE28901,2009,H1N1,Human,pandemic-founding,1,0
ADM32028,2009,H1N1,Human,pandemic-founding,1,0
ACR58541,2008,H1N1,Human,pre-pandemic,0,0
ACO95404,2008,H1N1,Human,pre-pandemic,0,0
ACR15458,2008,H1N1,Human,pre-pandemic,0,0
AEA74021,2010,H1N1,Human,pandemic-founding,1,0
ADE20778,2009,H1N1,Human,pandemic-founding,1,0
ACR15469,2008,H1N1,Human,pre-pandemic,0,0
ADM32781,2009,H1N1,Human,pandemic-founding,1,0
ACP44225,2008,H1N1,Human,pre-pandemic,0,0
ADM31908,2009,H1N1,Human,pandemic-founding,1,0
ADE28820,2009,H1N1,Human,pandemic-founding,1,0
ACQ65758,2008,H1N1,Human,pre-pandemic,0,0
ACR15502,2008,H1N1,Human,pre-pandemic,0,0
ACU12582,2008,H1N1,Human,pre-pandemic,0,0
ADM52594,2009,H1N1,Human,pandemic-founding,1,0
ACO94870,2008,H1N1,Human,pre-pandemic,0,0
ADM32018,2009,H1N1,Human,pandemic-founding,1,0
ACR15491,2008,H1N1,Human,pre-pandemic,0,0
ADL32690,2009,H1N1,Human,pandemic-founding,1,0
ACU12593,2008,H1N1,Human,pre-pandemic,0,0
ACO95415,2008,H1N1,Human,pre-pandemic,0,0
AEA74011,2010,H1N1,Human,pandemic-founding,1,0
ADM32631,2009,H1N1,Human,pandemic-founding,1,0
ACU12560,2008,H1N1,Human,pre-pandemic,0,0
ADX96827,2009,H1N1,Human,pandemic-founding,1,0
AHA38501,2013,H1N1,Human,early-drift,2,1
AFI73326,2011,H1N1,Human,pandemic-founding,1,0
AIX95157,2014,H1N1,Human,early-drift,2,1
ABW23312,2007,H1N1,Human,pre-pandemic,0,0
ANM88313,2016,H1N1,Human,immune-escape,3,1
AGI53259,2010,H1N1,Human,pandemic-founding,1,0
ACB11763,2007,H1N1,Human,pre-pandemic,0,0
AGI53179,2010,H1N1,Human,pandemic-founding,1,0
AGK72969,2011,H1N1,Human,pandemic-founding,1,0
AGI53899,2010,H1N1,Human,pandemic-founding,1,0
AGK73417,2011,H1N1,Human,pandemic-founding,1,0
AKT08282,2014,H1N1,Human,early-drift,2,1
ANM90876,2016,H1N1,Human,immune-escape,3,1
ANM89732,2016,H1N1,Human,immune-escape,3,1
AGK73479,2011,H1N1,Human,pandemic-founding,1,0
ACQ84477,1991,H1N1,Human,pre-pandemic,0,0
AKT08246,2014,H1N1,Human,early-drift,2,1
AGL04662,2012,H1N1,Human,early-drift,2,1
AMA11497,2015,H1N1,Human,immune-escape,3,1
ANE26678,2015,H1N1,Human,immune-escape,3,1
ABO33006,1980,H1N1,Human,pre-pandemic,0,0
AGL04653,2012,H1N1,Human,early-drift,2,1
ANE26819,2015,H1N1,Human,immune-escape,3,1
ARO43030,2017,H1N1,Human,immune-escape,3,1
AGI53846,2009,H1N1,Human,pandemic-founding,1,0
AGI53460,2009,H1N1,Human,pandemic-founding,1,0
AGV28907,2012,H1N1,Human,early-drift,2,1
AGI53102,2009,H1N1,Human,pandemic-founding,1,0
APF46420,2016,H1N1,Human,immune-escape,3,1
APG55962,2016,H1N1,Human,immune-escape,3,1
APG55964,2016,H1N1,Human,immune-escape,3,1
APG55965,2016,H1N1,Human,immune-escape,3,1
AEJ10520,2009,H1N1,Human,pandemic-founding,1,0
ABW23305,2007,H1N1,Human,pre-pandemic,0,0
ANE27360,2016,H1N1,Human,immune-escape,3,1
AGI54964,2010,H1N1,Human,pandemic-founding,1,0
ANM87446,2016,H1N1,Human,immune-escape,3,1
ACU44371,2009,H1N1,Human,pandemic-founding,1,0
AGK73043,2011,H1N1,Human,pandemic-founding,1,0
ACU44347,2009,H1N1,Human,pandemic-founding,1,0
ANM88819,2016,H1N1,Human,immune-escape,3,1
AGK72826,2011,H1N1,Human,pandemic-founding,1,0
ACM51316,2008,H1N1,Human,pre-pandemic,0,0
AGV28800,2013,H1N1,Human,early-drift,2,1
AOT93063,2016,H1N1,Human,immune-escape,3,1
AOT87107,2016,H1N1,Human,immune-escape,3,1
AGI53749,2009,H1N1,Human,pandemic-founding,1,0
AOT88064,2016,H1N1,Human,immune-escape,3,1
AHV83845,2014,H1N1,Human,early-drift,2,1
AIC73812,2014,H1N1,Human,early-drift,2,1
AIC73813,2014,H1N1,Human,early-drift,2,1
APG55967,2016,H1N1,Human,immune-escape,3,1
APG56047,2016,H1N1,Human,immune-escape,3,1
APQ44661,2016,H1N1,Human,immune-escape,3,1
AGB08298,2012,H1N1,Human,early-drift,2,1
ACT33123,2009,H1N1,Human,pandemic-founding,1,0
ADG23234,2008,H1N1,Human,pre-pandemic,0,0
AET84306,2008,H1N1,Human,pre-pandemic,0,0
ACV49556,1946,H1N1,Human,pre-pandemic,0,0
ABD62781,1935,H1N1,Human,pre-pandemic,0,0
AEL89501,2010,H1N1,Human,pandemic-founding,1,0
AEL89531,2010,H1N1,Human,pandemic-founding,1,0
ABG26813,1978,H1N1,Human,pre-pandemic,0,0
ABG88333,1983,H1N1,Human,pre-pandemic,0,0
ABP49349,1984,H1N1,Human,pre-pandemic,0,0
ABQ44416,1987,H1N1,Human,pre-pandemic,0,0
ABO38021,2001,H1N1,Human,pre-pandemic,0,0
ABI30378,1983,H1N1,Human,pre-pandemic,0,0
ABN50962,1996,H1N1,Human,pre-pandemic,0,0
ABG26824,1983,H1N1,Human,pre-pandemic,0,0
ABN50973,1996,H1N1,Human,pre-pandemic,0,0
ABM22246,1986,H1N1,Human,pre-pandemic,0,0
ABF47715,1978,H1N1,Human,pre-pandemic,0,0
ABN51066,1996,H1N1,Human,pre-pandemic,0,0
ABO38010,1996,H1N1,Human,pre-pandemic,0,0
AAP60036,1996,H1N1,Human,pre-pandemic,0,0
AAP60037,1996,H1N1,Human,pre-pandemic,0,0
ABO52225,1996,H1N1,Human,pre-pandemic,0,0
ABP49305,2000,H1N1,Human,pre-pandemic,0,0
ABG88344,1983,H1N1,Human,pre-pandemic,0,0
ABM22257,1996,H1N1,Human,pre-pandemic,0,0
ABK40546,1983,H1N1,Human,pre-pandemic,0,0
ABK40590,1983,H1N1,Human,pre-pandemic,0,0
ABL67264,1983,H1N1,Human,pre-pandemic,0,0
ABN50940,1987,H1N1,Human,pre-pandemic,0,0
ABN50900,1983,H1N1,Human,pre-pandemic,0,0
ABM22279,1996,H1N1,Human,pre-pandemic,0,0
ABI92302,1983,H1N1,Human,pre-pandemic,0,0
ABO32948,2001,H1N1,Human,pre-pandemic,0,0
ABF47748,1980,H1N1,Human,pre-pandemic,0,0
ABM22290,1996,H1N1,Human,pre-pandemic,0,0
ABO32959,2001,H1N1,Human,pre-pandemic,0,0
ACY77944,2009,H1N1,Human,pandemic-founding,1,0
ACY77904,2009,H1N1,Human,pandemic-founding,1,0
ACZ16070,2009,H1N1,Human,pandemic-founding,1,0
ACZ16090,2009,H1N1,Human,pandemic-founding,1,0
ADI49727,2009,H1N1,Human,pandemic-founding,1,0
ADI49777,2009,H1N1,Human,pandemic-founding,1,0
ADI49787,2009,H1N1,Human,pandemic-founding,1,0
AFY24097,2010,H1N1,Human,pandemic-founding,1,0
AFE02927,2012,H1N1,Human,early-drift,2,1
ADB44412,2009,H1N1,Human,pandemic-founding,1,0
ACY77743,2009,H1N1,Human,pandemic-founding,1,0
ADM14553,2009,H1N1,Human,pandemic-founding,1,0
ACY77763,2009,H1N1,Human,pandemic-founding,1,0
ACY77783,2009,H1N1,Human,pandemic-founding,1,0
ACY77813,2009,H1N1,Human,pandemic-founding,1,0
ADM14802,2009,H1N1,Human,pandemic-founding,1,0
ADM14821,2009,H1N1,Human,pandemic-founding,1,0
ADM14830,2009,H1N1,Human,pandemic-founding,1,0
ADM14848,2009,H1N1,Human,pandemic-founding,1,0
ADM14866,2009,H1N1,Human,pandemic-founding,1,0
ADM14876,2009,H1N1,Human,pandemic-founding,1,0
ADM14885,2009,H1N1,Human,pandemic-founding,1,0
ADM14894,2009,H1N1,Human,pandemic-founding,1,0
ADM14903,2009,H1N1,Human,pandemic-founding,1,0
ADM14912,2009,H1N1,Human,pandemic-founding,1,0
ADM14921,2009,H1N1,Human,pandemic-founding,1,0
ADX96907,2010,H1N1,Human,pandemic-founding,1,0
ADM33050,2010,H1N1,Human,pandemic-founding,1,0
ADM33069,2009,H1N1,Human,pandemic-founding,1,0
AEM92528,2010,H1N1,Human,pandemic-founding,1,0
ADG27957,2009,H1N1,Human,pandemic-founding,1,0
ADG27982,2009,H1N1,Human,pandemic-founding,1,0
AKM15066,2013,H1N1,Human,early-drift,2,1
AKM15011,2014,H1N1,Human,early-drift,2,1
AGR49841,2009,H1N1,Human,pandemic-founding,1,0
AGR49865,2009,H1N1,Human,pandemic-founding,1,0
AGR49972,2009,H1N1,Human,pandemic-founding,1,0
AGR49777,2009,H1N1,Human,pandemic-founding,1,0
AGR50074,2009,H1N1,Human,pandemic-founding,1,0
AGR50129,2009,H1N1,Human,pandemic-founding,1,0
AGR50251,2009,H1N1,Human,pandemic-founding,1,0
AGR50262,2009,H1N1,Human,pandemic-founding,1,0
AGR50284,2009,H1N1,Human,pandemic-founding,1,0
AGR50295,2009,H1N1,Human,pandemic-founding,1,0
AGR50339,2009,H1N1,Human,pandemic-founding,1,0
AGR50350,2009,H1N1,Human,pandemic-founding,1,0
AKM14978,2014,H1N1,Human,early-drift,2,1
AKM14967,2014,H1N1,Human,early-drift,2,1
ACQ99610,2009,H1N1,Human,pandemic-founding,1,0
ACR09375,2009,H1N1,Human,pandemic-founding,1,0
AEM92417,2009,H1N1,Human,pandemic-founding,1,0
ARG44463,2010,H1N1,Human,pandemic-founding,1,0
ARG44457,2010,H1N1,Human,pandemic-founding,1,0
ARG44462,2012,H1N1,Human,early-drift,2,1
ARG44468,2013,H1N1,Human,early-drift,2,1
ARG44466,2013,H1N1,Human,early-drift,2,1
ARG44467,2014,H1N1,Human,early-drift,2,1
ARG44459,2014,H1N1,Human,early-drift,2,1
ARG44458,2014,H1N1,Human,early-drift,2,1
ARG44464,2014,H1N1,Human,early-drift,2,1
AKL90929,2012,H1N1,Human,early-drift,2,1
AKL90991,2012,H1N1,Human,early-drift,2,1
ACT68103,2009,H1N1,Human,pandemic-founding,1,0
ACT68105,2009,H1N1,Human,pandemic-founding,1,0
AEA74031,2011,H1N1,Human,pandemic-founding,1,0
AEC46555,2011,H1N1,Human,pandemic-founding,1,0
ACT52687,2009,H1N1,Human,pandemic-founding,1,0
AFK25601,2012,H1N1,Human,early-drift,2,1
AFK25605,2012,H1N1,Human,early-drift,2,1
AFJ97567,2010,H1N1,Human,pandemic-founding,1,0
ADT64486,2009,H1N1,Human,pandemic-founding,1,0
AEO01663,2008,H1N1,Human,pre-pandemic,0,0
AEO01674,2008,H1N1,Human,pre-pandemic,0,0
AEO01699,2008,H1N1,Human,pre-pandemic,0,0
AEO01709,2008,H1N1,Human,pre-pandemic,0,0
AKT08067,2014,H1N1,Human,early-drift,2,1
ACS72650,2009,H1N1,Human,pandemic-founding,1,0
ALG00510,2013,H1N1,Human,early-drift,2,1
ACM51318,2008,H1N1,Human,pre-pandemic,0,0
AGI54296,2010,H1N1,Human,pandemic-founding,1,0
AOZ86737,2016,H1N1,Human,immune-escape,3,1
AQS19310,2016,H1N1,Human,immune-escape,3,1
AOT92238,2016,H1N1,Human,immune-escape,3,1
AOT92249,2016,H1N1,Human,immune-escape,3,1
AGI53409,2009,H1N1,Human,pandemic-founding,1,0
AGI53040,2009,H1N1,Human,pandemic-founding,1,0
AGI55457,2009,H1N1,Human,pandemic-founding,1,0
ARO44116,2017,H1N1,Human,immune-escape,3,1
ANM89633,2016,H1N1,Human,immune-escape,3,1
AOT92700,2016,H1N1,Human,immune-escape,3,1
ANE27998,2015,H1N1,Human,immune-escape,3,1
AOT92755,2016,H1N1,Human,immune-escape,3,1
ANM94440,2016,H1N1,Human,immune-escape,3,1
AEB89903,2010,H1N1,Human,pandemic-founding,1,0
AEB89908,2011,H1N1,Human,pandemic-founding,1,0
AEB89909,2011,H1N1,Human,pandemic-founding,1,0
AEB89941,2011,H1N1,Human,pandemic-founding,1,0
AEB89942,2011,H1N1,Human,pandemic-founding,1,0
AEB89937,2011,H1N1,Human,pandemic-founding,1,0
AEB89943,2011,H1N1,Human,pandemic-founding,1,0
AEB89938,2011,H1N1,Human,pandemic-founding,1,0
AEB89940,2011,H1N1,Human,pandemic-founding,1,0
AEB89945,2011,H1N1,Human,pandemic-founding,1,0
AEB89946,2011,H1N1,Human,pandemic-founding,1,0
AEB89950,2011,H1N1,Human,pandemic-founding,1,0
AEB89935,2011,H1N1,Human,pandemic-founding,1,0
AEB89910,2011,H1N1,Human,pandemic-founding,1,0
AEB89913,2011,H1N1,Human,pandemic-founding,1,0
AEB89914,2011,H1N1,Human,pandemic-founding,1,0
AEB89915,2011,H1N1,Human,pandemic-founding,1,0
ACR67262,2009,H1N1,Human,pandemic-founding,1,0
APP89260,2014,H1N1,Human,early-drift,2,1
AFD32765,2009,H1N1,Human,pandemic-founding,1,0
AGY42428,2009,H1N1,Human,pandemic-founding,1,0
AHM98723,2012,H1N1,Human,early-drift,2,1
ACF10340,2008,H1N1,Human,pre-pandemic,0,0
ACU44353,2009,H1N1,Human,pandemic-founding,1,0
AGK72443,2011,H1N1,Human,pandemic-founding,1,0
AGI55089,2010,H1N1,Human,pandemic-founding,1,0
AGV28821,2013,H1N1,Human,early-drift,2,1
AGI54187,2010,H1N1,Human,pandemic-founding,1,0
AGK72898,2011,H1N1,Human,pandemic-founding,1,0
ACU44406,2009,H1N1,Human,pandemic-founding,1,0
AGI55257,2010,H1N1,Human,pandemic-founding,1,0
ALH26659,2015,H1N1,Human,immune-escape,3,1
AGL04825,2012,H1N1,Human,early-drift,2,1
AKT08410,2014,H1N1,Human,early-drift,2,1
ARB17050,2017,H1N1,Human,immune-escape,3,1
AGI54394,2009,H1N1,Human,pandemic-founding,1,0
AKT07965,2014,H1N1,Human,early-drift,2,1
AGI55512,2009,H1N1,Human,pandemic-founding,1,0
AGV28763,2012,H1N1,Human,early-drift,2,1
AGI53854,2009,H1N1,Human,pandemic-founding,1,0
AGI52958,2009,H1N1,Human,pandemic-founding,1,0
AJK00651,2007,H1N1,Human,pre-pandemic,0,0
AGI52625,2009,H1N1,Human,pandemic-founding,1,0
AGV28864,2012,H1N1,Human,early-drift,2,1
AGV29111,2012,H1N1,Human,early-drift,2,1
AGI55410,2009,H1N1,Human,pandemic-founding,1,0
ANM92834,2016,H1N1,Human,immune-escape,3,1
AOW44945,2015,H1N1,Human,immune-escape,3,1
ANE28986,2015,H1N1,Human,immune-escape,3,1
AGI54166,2009,H1N1,Human,pandemic-founding,1,0
AGI52558,2009,H1N1,Human,pandemic-founding,1,0
AGI52597,2009,H1N1,Human,pandemic-founding,1,0
AGV29182,2013,H1N1,Human,early-drift,2,1
AGI55041,2009,H1N1,Human,pandemic-founding,1,0
AGK72773,2011,H1N1,Human,pandemic-founding,1,0
ANM89127,2016,H1N1,Human,immune-escape,3,1
AHG96312,2013,H1N1,Human,early-drift,2,1
AHV83850,2014,H1N1,Human,early-drift,2,1
APF45885,2016,H1N1,Human,immune-escape,3,1
APF46475,2016,H1N1,Human,immune-escape,3,1
APF46477,2016,H1N1,Human,immune-escape,3,1
ABW71360,2007,H1N1,Human,pre-pandemic,0,0
ABV29678,2007,H1N1,Human,pre-pandemic,0,0
ABW36256,2007,H1N1,Human,pre-pandemic,0,0
ABV30459,2007,H1N1,Human,pre-pandemic,0,0
ABW36289,2007,H1N1,Human,pre-pandemic,0,0
AGK73288,2010,H1N1,Human,pandemic-founding,1,0
AGK73045,2010,H1N1,Human,pandemic-founding,1,0
AKT08373,2014,H1N1,Human,early-drift,2,1
AIM40012,2014,H1N1,Human,early-drift,2,1
AIM39852,2013,H1N1,Human,early-drift,2,1
ANW83144,2016,H1N1,Human,immune-escape,3,1
ANW83148,2016,H1N1,Human,immune-escape,3,1
CAA91082,1991,H1N1,Human,pre-pandemic,0,0
CAA91081,1988,H1N1,Human,pre-pandemic,0,0
CAA91080,1985,H1N1,Human,pre-pandemic,0,0
ACU44342,2009,H1N1,Human,pandemic-founding,1,0
AGI55250,2010,H1N1,Human,pandemic-founding,1,0
ACU44400,2009,H1N1,Human,pandemic-founding,1,0
AIM39812,2014,H1N1,Human,early-drift,2,1
ANE27745,2016,H1N1,Human,immune-escape,3,1
AGK72780,2011,H1N1,Human,pandemic-founding,1,0
ALH26482,2015,H1N1,Human,immune-escape,3,1
AGK73080,2010,H1N1,Human,pandemic-founding,1,0
AGI53480,2009,H1N1,Human,pandemic-founding,1,0
AGI54222,2009,H1N1,Human,pandemic-founding,1,0
AGI53034,2009,H1N1,Human,pandemic-founding,1,0
ANM88093,2016,H1N1,Human,immune-escape,3,1
ANM89325,2016,H1N1,Human,immune-escape,3,1
AGI52701,2009,H1N1,Human,pandemic-founding,1,0
ANM89347,2016,H1N1,Human,immune-escape,3,1
ANM92922,2016,H1N1,Human,immune-escape,3,1
AHV83853,2014,H1N1,Human,early-drift,2,1
ANM92988,2016,H1N1,Human,immune-escape,3,1
APT37544,2016,H1N1,Human,immune-escape,3,1
AQS82357,2016,H1N1,Human,immune-escape,3,1
APH11145,2016,H1N1,Human,immune-escape,3,1
APT38922,2016,H1N1,Human,immune-escape,3,1
APT38911,2016,H1N1,Human,immune-escape,3,1
AEI87716,2009,H1N1,Human,pandemic-founding,1,0
AEI87724,2009,H1N1,Human,pandemic-founding,1,0
AEI87730,2009,H1N1,Human,pandemic-founding,1,0
AEI87733,2009,H1N1,Human,pandemic-founding,1,0
AEI87736,2009,H1N1,Human,pandemic-founding,1,0
AEI87739,2009,H1N1,Human,pandemic-founding,1,0
BAG28223,2005,H1N1,Human,pre-pandemic,0,0
AEQ33519,2011,H1N1,Human,pandemic-founding,1,0
ADG59696,2009,H1N1,Human,pandemic-founding,1,0
AHA38583,2013,H1N1,Human,early-drift,2,1
ADG59693,2009,H1N1,Human,pandemic-founding,1,0
AFQ90529,1998,H1N1,Human,pre-pandemic,0,0
AGL07713,2011,H1N1,Human,pandemic-founding,1,0
AHA38561,2013,H1N1,Human,early-drift,2,1
AHA38562,2013,H1N1,Human,early-drift,2,1
AOO54088,2016,H1N1,Human,immune-escape,3,1
AHA38565,2013,H1N1,Human,early-drift,2,1
AHA38566,2013,H1N1,Human,early-drift,2,1
